step,epoch,lossD,lossG,sec_per_step
103,1,0.025377,6.854639,0.0277
104,1,0.082673,9.507061,0.0277
105,1,0.126522,6.782591,0.0277
106,1,0.431035,11.691517,0.0278
107,1,2.580523,4.691278,0.0279
108,1,0.165834,2.656641,0.0279
109,1,0.349634,6.355762,0.0279
110,1,0.026376,7.237005,0.0279
111,1,0.041958,7.670353,0.0279
112,1,0.028580,7.628740,0.0279
113,1,0.040924,6.778236,0.0279
114,1,0.024933,6.563109,0.0279
115,1,0.020719,6.206682,0.0279
116,1,0.025233,5.909081,0.0279
117,1,0.036037,5.631520,0.0279
118,1,0.024126,5.445749,0.0279
119,1,0.038185,5.397889,0.0279
120,1,0.060227,5.832947,0.0279
121,1,0.102742,5.923113,0.0279
122,1,0.098717,6.494476,0.0279
123,1,0.119559,6.236283,0.0278
124,1,0.109405,5.984586,0.0279
125,1,0.043293,5.342707,0.0278
126,1,0.075848,6.386969,0.0278
127,1,0.174319,8.506372,0.0278
128,1,0.157612,6.419389,0.0278
129,1,0.124610,5.784690,0.0278
130,1,0.068986,5.333912,0.0278
131,1,0.062152,5.794175,0.0278
132,1,0.023815,5.633091,0.0278
133,1,0.024495,5.497544,0.0278
134,1,0.051119,5.765318,0.0278
135,1,0.048525,5.585793,0.0278
136,1,0.076029,5.945877,0.0278
137,1,0.146790,4.657426,0.0278
138,1,0.088101,4.887687,0.0278
139,1,0.092566,5.637874,0.0278
140,1,0.104986,4.241289,0.0278
141,1,0.155624,5.782614,0.0278
142,1,0.111897,4.513311,0.0278
143,1,0.072288,3.987262,0.0278
144,1,0.112760,4.691468,0.0278
145,1,0.109413,3.634177,0.0278
146,1,0.134053,5.599842,0.0278
147,1,0.272390,0.888871,0.0278
148,1,1.045430,9.687660,0.0278
149,1,2.594022,3.340336,0.0278
150,1,0.164532,1.324182,0.0278
151,1,0.887859,3.699925,0.0277
152,1,0.185338,4.940073,0.0277
153,1,0.266753,4.600963,0.0277
154,1,0.285039,2.245498,0.0277
155,1,0.261430,2.622040,0.0277
156,1,0.312070,3.650504,0.0277
157,1,0.286531,2.944090,0.0277
158,1,0.273150,2.458551,0.0277
159,1,0.362765,3.175359,0.0277
160,1,0.340675,3.280677,0.0277
161,1,0.377120,2.636073,0.0277
162,1,0.390691,4.382027,0.0277
163,1,0.541249,1.419754,0.0277
164,1,0.650602,4.636305,0.0279
165,1,0.415530,3.115721,0.0278
166,1,0.298584,3.257517,0.0278
167,1,0.235842,3.515939,0.0279
168,1,0.236477,3.313877,0.0279
169,1,0.193591,3.203697,0.0278
170,1,0.245093,3.329695,0.0278
171,1,0.322432,3.310287,0.0278
172,1,0.289613,2.629800,0.0278
173,1,0.494461,4.648469,0.0278
174,1,0.791437,0.390407,0.0278
175,1,2.134154,5.327366,0.0278
176,1,1.635854,1.806135,0.0278
177,1,0.476386,1.098984,0.0278
178,1,0.719103,2.903733,0.0278
179,1,0.462214,2.926977,0.0278
180,1,0.391489,2.138100,0.0278
181,1,0.404130,1.956538,0.0278
182,1,0.427456,2.771229,0.0278
183,1,0.414576,2.132913,0.0278
184,1,0.349859,2.605394,0.0278
185,1,0.394334,2.555110,0.0278
186,1,0.313498,3.142823,0.0278
187,1,0.344925,2.540428,0.0278
188,1,0.469763,2.087816,0.0278
189,1,0.437503,3.257100,0.0278
190,1,0.374191,2.571294,0.0278
191,1,0.361722,2.548862,0.0278
192,1,0.296472,3.313108,0.0278
193,1,0.294689,2.608441,0.0278
194,1,0.344782,3.208367,0.0278
195,1,0.319536,2.935000,0.0278
196,1,0.334930,3.056040,0.0278
197,1,0.308588,3.015661,0.0278
198,1,0.289476,2.601334,0.0278
199,1,0.282628,3.545551,0.0278
200,1,0.335611,2.677522,0.0278
201,1,0.293063,3.604560,0.0278
202,1,0.246819,2.710206,0.0278
203,1,0.287110,3.602247,0.0278
204,1,0.305145,2.197990,0.0278
205,1,0.379189,4.430385,0.0278
206,1,0.522679,1.315750,0.0278
207,1,1.021778,7.030291,0.0278
208,1,2.107458,0.986176,0.0278
209,1,1.081696,3.404656,0.0278
210,1,0.188962,4.547266,0.0278
211,1,0.284962,3.571906,0.0278
212,1,0.223517,2.434247,0.0278
213,1,0.392443,3.637213,0.0278
214,1,0.310749,3.580591,0.0278
215,1,0.484246,1.784841,0.0278
216,1,0.606480,3.642093,0.0278
217,1,0.622840,1.793975,0.0278
218,1,0.533452,3.047508,0.0279
219,1,0.462314,2.441158,0.0279
220,1,0.424044,3.148710,0.0279
221,1,0.371598,3.106543,0.0279
222,1,0.338286,3.121694,0.0279
223,1,0.287793,3.179646,0.0278
224,1,0.217400,3.254259,0.0278
225,1,0.234961,2.938468,0.0278
226,1,0.219577,3.740832,0.0278
227,1,0.167293,3.832558,0.0278
228,1,0.216060,3.262324,0.0278
229,1,0.176808,3.574569,0.0278
230,1,0.207455,2.978822,0.0278
231,1,0.252865,3.608318,0.0278
232,1,0.280618,2.744431,0.0278
233,1,0.286258,3.601529,0.0278
234,1,0.211796,4.060595,0.0278
235,1,0.240772,3.189239,0.0278
236,1,0.234784,3.460305,0.0278
237,1,0.214150,3.091046,0.0278
238,1,0.217969,3.895192,0.0278
239,1,0.172817,3.872703,0.0278
240,1,0.164914,3.171443,0.0278
241,1,0.200750,3.786761,0.0278
242,1,0.178462,3.506754,0.0278
243,1,0.231039,3.334499,0.0278
244,1,0.233453,3.570110,0.0278
245,1,0.329788,2.560390,0.0278
246,1,0.516891,3.810862,0.0278
247,1,0.633765,0.453862,0.0278
248,1,1.856717,7.509764,0.0278
249,1,3.336984,2.203235,0.0278
250,1,0.407519,1.189026,0.0278
251,1,0.554379,3.326365,0.0278
252,1,0.238372,3.969610,0.0278
253,1,0.258854,3.407588,0.0278
254,1,0.243096,2.512097,0.0278
255,1,0.266264,2.910166,0.0278
256,1,0.215982,3.231903,0.0278
257,1,0.210448,3.047679,0.0278
258,1,0.237600,2.727367,0.0278
259,1,0.245086,2.729216,0.0278
260,1,0.182724,2.887480,0.0278
261,1,0.182362,2.850668,0.0278
262,1,0.210598,3.161216,0.0278
263,1,0.211024,3.175802,0.0278
264,1,0.196839,2.956320,0.0278
265,1,0.204092,3.025217,0.0278
266,1,0.182315,3.066338,0.0278
267,1,0.221776,3.370012,0.0278
268,1,0.246466,2.705471,0.0278
269,1,0.286573,3.329670,0.0278
270,1,0.410199,2.317858,0.0278
271,1,0.550441,2.823136,0.0278
272,1,0.510093,2.956938,0.0278
273,1,0.437963,2.879697,0.0278
274,1,0.452211,1.949914,0.0278
275,1,0.382454,3.355972,0.0278
276,1,0.339636,3.089172,0.0278
277,1,0.277478,2.397719,0.0278
278,1,0.278904,3.524864,0.0278
279,1,0.272853,2.593587,0.0278
280,1,0.275399,3.244164,0.0278
281,1,0.217330,2.614929,0.0278
282,1,0.247608,3.328188,0.0278
283,1,0.196869,3.622731,0.0277
284,1,0.163742,3.243038,0.0277
285,1,0.254252,3.239813,0.0277
286,1,0.180673,2.830574,0.0277
287,1,0.249944,3.856697,0.0277
288,1,0.233405,2.577842,0.0277
289,1,0.269324,4.301929,0.0278
290,1,0.347475,2.323363,0.0278
291,1,0.396162,4.045029,0.0278
292,1,0.464960,1.437945,0.0278
293,1,0.722763,6.385464,0.0278
294,1,1.731770,0.452359,0.0278
295,1,1.494737,4.821846,0.0278
296,1,0.426027,4.224743,0.0278
297,1,0.361490,2.327055,0.0278
298,1,0.322012,2.335769,0.0278
299,1,0.286095,3.458958,0.0278
300,1,0.329918,2.574357,0.0278
301,1,0.316505,2.386559,0.0278
302,1,0.313108,3.133912,0.0278
303,1,0.353127,2.455522,0.0278
304,1,0.268026,2.657329,0.0278
305,1,0.265988,3.558578,0.0278
306,1,0.237647,3.260329,0.0278
307,1,0.162980,3.202142,0.0278
308,1,0.192561,3.415716,0.0278
309,1,0.190917,3.120719,0.0278
310,1,0.205013,3.167322,0.0278
311,1,0.233316,2.864225,0.0278
312,1,0.252278,3.337512,0.0278
313,1,0.197966,3.689928,0.0278
314,1,0.323122,2.224484,0.0278
315,1,0.365870,4.859163,0.0278
316,1,0.531586,2.005611,0.0278
317,1,0.316812,3.553436,0.0278
318,1,0.126873,4.042781,0.0278
319,1,0.170535,3.573564,0.0278
320,1,0.129459,3.694333,0.0278
321,1,0.132440,3.964138,0.0278
322,1,0.140968,3.407617,0.0278
323,1,0.177006,3.515327,0.0278
324,1,0.218751,3.474826,0.0278
325,1,0.262904,3.018955,0.0278
326,1,0.308181,3.036981,0.0278
327,1,0.314640,2.770804,0.0278
328,1,0.406562,2.911417,0.0278
329,1,0.505444,2.303022,0.0278
330,1,0.463816,4.295269,0.0278
331,1,0.777022,0.608067,0.0278
332,1,1.344384,7.534120,0.0278
333,1,1.800037,2.952981,0.0278
334,1,0.237358,1.633001,0.0278
335,1,0.700960,5.107241,0.0278
336,1,0.208234,5.183209,0.0278
337,1,0.346650,3.323113,0.0278
338,1,0.201706,2.822333,0.0278
339,1,0.257083,3.804774,0.0278
340,1,0.200362,3.780784,0.0278
341,1,0.237794,2.709862,0.0278
342,1,0.315124,2.881977,0.0278
343,1,0.351786,2.993435,0.0278
344,1,0.311264,2.829423,0.0278
345,1,0.369345,2.655756,0.0278
346,1,0.467998,2.563600,0.0278
347,1,0.517287,3.308208,0.0278
348,1,0.339731,2.933133,0.0278
349,1,0.267911,3.235873,0.0278
350,1,0.234254,3.653354,0.0278
351,1,0.201884,3.516405,0.0278
352,1,0.212342,3.204812,0.0278
353,1,0.229203,3.374954,0.0278
354,1,0.267687,3.033018,0.0278
355,1,0.287405,4.222226,0.0278
356,1,0.387517,2.077889,0.0278
357,1,0.408619,4.229362,0.0278
358,1,0.437759,2.482105,0.0278
359,1,0.353466,3.996337,0.0278
360,1,0.207818,3.962867,0.0278
361,1,0.197827,3.283692,0.0278
362,1,0.156839,3.364887,0.0278
363,1,0.145679,4.144050,0.0277
364,1,0.131120,4.023556,0.0277
365,1,0.238490,3.113040,0.0277
366,1,0.295743,4.037760,0.0277
367,1,0.284967,2.766814,0.0277
368,1,0.373913,4.494623,0.0277
369,1,0.413907,2.065017,0.0277
370,1,0.357233,3.823571,0.0277
371,1,0.229784,3.936211,0.0277
372,1,0.191602,2.886977,0.0277
373,1,0.254520,3.910520,0.0277
374,1,0.186280,3.448556,0.0277
375,1,0.220711,3.051714,0.0277
376,1,0.230814,3.069018,0.0277
377,1,0.242088,4.040036,0.0277
378,1,0.365407,2.116518,0.0277
379,1,0.497891,4.898416,0.0277
380,1,0.783475,0.845557,0.0277
381,1,1.164972,7.100498,0.0277
382,1,1.688814,1.902032,0.0277
383,1,0.618897,2.446974,0.0277
384,1,0.312302,4.217962,0.0277
385,1,0.283625,3.636114,0.0277
386,1,0.231490,3.148583,0.0277
387,1,0.307905,2.826341,0.0277
388,1,0.349126,3.813624,0.0277
389,1,0.321818,3.091652,0.0277
390,1,0.207353,2.730715,0.0277
391,1,0.224130,2.740290,0.0277
392,1,0.262770,3.198842,0.0277
393,1,0.211356,3.703711,0.0277
394,1,0.319018,2.514720,0.0277
395,1,0.340550,3.268181,0.0277
396,1,0.401109,2.200614,0.0277
397,1,0.520239,1.843820,0.0277
398,1,0.536990,4.416294,0.0277
399,1,0.893795,0.827787,0.0277
400,1,1.144119,4.863888,0.0277
