step,epoch,lossD,lossG,sec_per_step
58,1,0.011643,5.810886,0.0364
59,1,0.009929,5.788244,0.0363
60,1,0.010586,5.773514,0.0361
61,1,0.011796,5.522785,0.0360
62,1,0.011830,5.636186,0.0358
63,1,0.012813,5.424039,0.0357
64,1,0.015020,5.399042,0.0356
65,1,0.017894,5.226651,0.0354
66,1,0.029209,5.114131,0.0353
67,1,0.039889,5.361983,0.0352
68,1,0.032533,5.448715,0.0351
69,1,0.030913,5.264259,0.0350
70,1,0.032113,5.479840,0.0348
71,1,0.040850,5.477015,0.0347
72,1,0.031895,5.549891,0.0346
73,1,0.029992,5.423368,0.0345
74,1,0.049388,5.206308,0.0344
75,1,0.035614,5.175883,0.0343
76,1,0.037668,5.316586,0.0342
77,1,0.028624,5.483371,0.0341
78,1,0.027759,5.409094,0.0340
79,1,0.020757,5.403005,0.0339
80,1,0.027124,5.319883,0.0339
81,1,0.025920,5.691127,0.0338
82,1,0.023401,5.480177,0.0337
83,1,0.019569,5.769116,0.0336
84,1,0.019436,5.760840,0.0336
85,1,0.021856,5.507641,0.0335
86,1,0.030618,5.365132,0.0334
87,1,0.023043,5.582760,0.0333
88,1,0.024044,5.179176,0.0333
89,1,0.025064,5.473137,0.0332
90,1,0.021473,5.445240,0.0332
91,1,0.026309,5.407394,0.0331
92,1,0.020515,5.189615,0.0330
93,1,0.021873,5.300750,0.0330
94,1,0.024870,5.495522,0.0329
95,1,0.038460,5.397349,0.0329
96,1,0.030521,5.435832,0.0328
97,1,0.026613,5.338053,0.0327
98,1,0.023843,5.590170,0.0327
99,1,0.022918,5.384953,0.0326
100,1,0.022944,5.418960,0.0326
101,1,0.018169,5.297387,0.0327
102,1,0.016620,5.553321,0.0327
103,1,0.020214,5.476292,0.0326
104,1,0.016222,5.498592,0.0326
105,1,0.014475,5.495423,0.0325
106,1,0.015012,5.492251,0.0325
107,1,0.014898,5.437876,0.0324
108,1,0.014940,5.439805,0.0324
109,1,0.013052,5.467702,0.0323
110,1,0.015629,5.576873,0.0323
111,1,0.011582,5.668682,0.0322
112,1,0.010419,5.734066,0.0322
113,1,0.013127,5.829585,0.0321
114,1,0.009742,5.884492,0.0321
115,1,0.008284,5.923994,0.0321
116,1,0.008415,5.922196,0.0320
117,1,0.011159,5.831617,0.0320
118,1,0.007680,5.815678,0.0319
119,1,0.010077,5.712068,0.0319
120,1,0.012099,5.538548,0.0319
121,1,0.018098,5.457398,0.0318
122,1,0.035763,5.944465,0.0318
123,1,0.020255,5.853345,0.0317
124,1,0.018770,6.005046,0.0317
125,1,0.011614,6.029040,0.0317
126,1,0.011620,5.690337,0.0316
127,1,0.016938,6.010718,0.0316
128,1,0.018308,6.316180,0.0316
129,1,0.011686,6.293709,0.0316
130,1,0.012858,5.702466,0.0315
131,1,0.014854,6.185987,0.0315
132,1,0.008471,6.292850,0.0315
133,1,0.007663,6.181540,0.0314
134,1,0.008135,6.246131,0.0314
135,1,0.010287,6.495208,0.0314
136,1,0.005792,6.296025,0.0313
137,1,0.006121,6.454105,0.0313
138,1,0.006207,6.308442,0.0313
139,1,0.005996,6.348804,0.0312
140,1,0.007601,6.244446,0.0312
141,1,0.006233,6.097503,0.0312
142,1,0.008134,5.780238,0.0312
143,1,0.009779,5.792182,0.0311
144,1,0.008820,5.788352,0.0311
145,1,0.007779,5.897057,0.0311
146,1,0.007710,6.070984,0.0310
147,1,0.007105,6.163825,0.0310
148,1,0.006463,6.218538,0.0310
149,1,0.008725,6.306021,0.0310
150,1,0.005417,6.311373,0.0309
151,1,0.004886,6.352758,0.0309
152,1,0.003820,6.343566,0.0309
153,1,0.004855,6.430505,0.0309
154,1,0.003844,6.422238,0.0309
155,1,0.004758,6.371873,0.0308
156,1,0.005689,6.375141,0.0308
157,1,0.005426,6.409059,0.0308
158,1,0.004709,6.222973,0.0308
159,1,0.006384,6.049802,0.0307
160,1,0.008349,5.870272,0.0307
161,1,0.011805,5.749602,0.0307
162,1,0.019274,5.692658,0.0307
163,1,0.039881,6.372444,0.0307
164,1,0.016911,6.559952,0.0307
165,1,0.022688,6.558044,0.0306
166,1,0.052905,7.111265,0.0306
167,1,0.058413,6.436385,0.0306
168,1,0.043104,5.954942,0.0306
169,1,0.043460,6.408068,0.0305
170,1,0.036435,5.770628,0.0305
171,1,0.029017,5.666114,0.0305
172,1,0.020724,6.032558,0.0305
173,1,0.017755,6.165673,0.0305
174,1,0.019803,6.474813,0.0304
175,1,0.013843,6.069254,0.0304
176,1,0.023574,5.810488,0.0304
177,1,0.019297,6.179340,0.0304
178,1,0.015232,6.160969,0.0304
179,1,0.011780,5.782202,0.0304
180,1,0.013690,6.261395,0.0303
181,1,0.019749,5.817420,0.0303
182,1,0.012966,5.696445,0.0303
183,1,0.013352,5.916334,0.0303
184,1,0.015277,5.706504,0.0303
185,1,0.014390,5.896389,0.0302
186,1,0.016780,5.777335,0.0302
187,1,0.016188,5.722448,0.0302
188,1,0.022680,5.106436,0.0302
189,1,0.023495,5.820960,0.0302
190,1,0.028871,5.708766,0.0302
191,1,0.040709,5.120547,0.0302
192,1,0.083885,6.416705,0.0301
193,1,0.066480,5.577126,0.0301
194,1,0.057250,5.895714,0.0301
195,1,0.045738,5.864233,0.0301
196,1,0.029521,5.770917,0.0301
197,1,0.029367,5.947792,0.0301
198,1,0.034619,5.720241,0.0301
199,1,0.037259,5.676893,0.0300
200,1,0.060591,4.994431,0.0300
201,1,0.051088,6.180637,0.0302
202,1,0.020822,6.786188,0.0302
203,1,0.013205,6.985476,0.0302
204,1,0.008131,6.589442,0.0302
205,1,0.007087,6.310505,0.0302
206,1,0.008403,6.145818,0.0301
207,1,0.007828,5.706319,0.0301
208,1,0.008131,5.551932,0.0301
209,1,0.013513,5.682452,0.0301
210,1,0.013691,5.716760,0.0301
211,1,0.013079,6.004131,0.0301
212,1,0.014347,5.670387,0.0301
213,1,0.024161,5.387082,0.0301
214,1,0.047864,6.147048,0.0300
215,1,0.115190,7.736051,0.0300
216,1,0.215812,2.748675,0.0300
217,1,0.463099,9.302881,0.0300
218,1,0.857355,4.942828,0.0300
219,1,0.291144,3.779270,0.0300
220,1,0.478144,6.977226,0.0300
221,1,0.141858,7.430150,0.0299
222,1,0.105528,6.965579,0.0299
223,1,0.068506,6.064233,0.0299
224,1,0.031066,5.123255,0.0299
225,1,0.046775,4.596426,0.0299
226,1,0.032042,4.642406,0.0299
227,1,0.037137,5.279625,0.0299
228,1,0.023987,5.700789,0.0299
229,1,0.015935,5.772030,0.0299
230,1,0.019892,5.764507,0.0298
231,1,0.020168,5.819751,0.0298
232,1,0.013872,5.648685,0.0298
233,1,0.016231,5.717821,0.0298
234,1,0.014583,5.754447,0.0298
235,1,0.039040,5.286392,0.0298
236,1,0.016406,5.531735,0.0299
237,1,0.013760,5.564484,0.0299
238,1,0.015988,5.571638,0.0299
239,1,0.014227,5.581472,0.0299
240,1,0.014071,5.292807,0.0298
241,1,0.017405,5.668375,0.0298
242,1,0.015414,5.517033,0.0298
243,1,0.015485,5.499516,0.0298
244,1,0.023933,5.233545,0.0298
245,1,0.024690,5.070091,0.0298
246,1,0.028655,4.929726,0.0298
247,1,0.038000,5.290691,0.0298
248,1,0.034778,4.945995,0.0298
249,1,0.075002,4.624406,0.0297
250,1,0.062567,4.272120,0.0297
251,1,0.061850,4.771751,0.0297
252,1,0.073420,4.856481,0.0297
253,1,0.106673,3.872874,0.0297
254,1,0.106006,4.478704,0.0297
255,1,0.082520,4.550485,0.0297
256,1,0.086631,4.756518,0.0297
257,1,0.094894,3.337398,0.0297
258,1,0.115292,4.718875,0.0297
259,1,0.079889,4.484362,0.0296
260,1,0.096388,4.164381,0.0296
261,1,0.101295,4.295097,0.0296
262,1,0.111440,5.058184,0.0296
263,1,0.106616,3.479384,0.0296
264,1,0.116272,4.599917,0.0296
265,1,0.164245,2.859567,0.0296
266,1,0.168556,3.672232,0.0296
267,1,0.109912,4.099841,0.0296
268,1,0.151612,1.861846,0.0296
269,1,0.343945,6.106679,0.0296
270,1,1.243677,0.243986,0.0295
271,1,2.382813,5.014490,0.0295
272,1,0.272888,5.947349,0.0295
273,1,0.529733,3.709004,0.0295
274,1,0.200452,2.349692,0.0295
275,1,0.293564,3.477898,0.0295
276,1,0.208564,3.684267,0.0295
277,1,0.170101,4.382508,0.0295
278,1,0.177236,3.152792,0.0295
279,1,0.158276,3.439538,0.0295
280,1,0.189918,3.675466,0.0295
281,1,0.145177,3.863538,0.0295
282,1,0.195398,3.743510,0.0295
283,1,0.187934,3.475123,0.0294
284,1,0.204541,4.100317,0.0294
285,1,0.156508,4.237779,0.0294
286,1,0.172260,3.273181,0.0294
287,1,0.174958,3.180437,0.0294
288,1,0.146704,3.198156,0.0294
289,1,0.190334,3.858945,0.0294
290,1,0.156497,3.626766,0.0294
291,1,0.190329,3.518119,0.0294
292,1,0.216834,3.168817,0.0294
293,1,0.153626,3.807401,0.0294
294,1,0.232896,3.063570,0.0294
295,1,0.167505,3.612850,0.0294
296,1,0.190043,3.562751,0.0293
297,1,0.223593,2.853433,0.0293
298,1,0.257990,3.203479,0.0293
299,1,0.171752,4.013014,0.0293
300,1,0.203708,2.687299,0.0293
301,1,0.233803,3.905288,0.0294
302,1,0.258680,3.387785,0.0294
303,1,0.190245,3.569220,0.0294
304,1,0.168712,3.630713,0.0294
305,1,0.143422,3.012723,0.0293
306,1,0.222231,3.936815,0.0293
307,1,0.184456,3.076137,0.0293
308,1,0.208681,3.496599,0.0293
309,1,0.178684,3.495627,0.0293
310,1,0.143898,2.929677,0.0293
311,1,0.175317,4.088171,0.0293
312,1,0.162271,3.435553,0.0293
313,1,0.115296,3.936771,0.0293
314,1,0.113509,3.485620,0.0293
315,1,0.146336,3.447059,0.0293
316,1,0.162900,3.821482,0.0293
317,1,0.123476,3.570366,0.0293
318,1,0.133411,3.754119,0.0293
319,1,0.125365,3.757988,0.0293
320,1,0.100113,3.955623,0.0293
321,1,0.123052,4.131345,0.0293
322,1,0.125962,3.474245,0.0292
323,1,0.157512,4.385942,0.0292
324,1,0.156911,3.400617,0.0292
325,1,0.153876,3.965164,0.0292
326,1,0.183102,3.242450,0.0292
327,1,0.223668,4.774821,0.0292
328,1,0.350271,1.019276,0.0292
329,1,1.061962,8.428102,0.0292
330,1,2.548424,2.074772,0.0292
331,1,0.452588,2.101852,0.0292
332,1,0.398069,4.591693,0.0292
333,1,0.152651,4.764274,0.0292
334,1,0.271395,3.785082,0.0292
335,1,0.176740,3.149143,0.0292
336,1,0.255219,3.956581,0.0292
337,1,0.233360,3.539219,0.0292
338,1,0.255901,3.303656,0.0292
339,1,0.331721,2.655364,0.0291
340,1,0.403156,3.115024,0.0291
341,1,0.321752,2.747486,0.0291
342,1,0.302258,3.355572,0.0291
343,1,0.325087,2.539389,0.0291
344,1,0.281986,3.107798,0.0291
345,1,0.182706,3.711940,0.0291
346,1,0.223935,3.148111,0.0291
347,1,0.233091,3.420335,0.0291
348,1,0.173023,4.012338,0.0291
349,1,0.189013,3.085249,0.0291
350,1,0.184641,3.474990,0.0291
351,1,0.150894,3.712218,0.0291
352,1,0.155123,3.675398,0.0291
353,1,0.140924,3.575641,0.0291
354,1,0.137317,3.616601,0.0291
355,1,0.119414,4.009042,0.0291
356,1,0.145763,3.349114,0.0291
357,1,0.130866,3.629721,0.0291
358,1,0.155605,3.648404,0.0291
359,1,0.114853,3.639193,0.0290
360,1,0.143832,3.398740,0.0290
361,1,0.154499,3.388139,0.0290
362,1,0.135329,3.599962,0.0290
363,1,0.143961,3.869850,0.0290
364,1,0.170469,3.187954,0.0290
365,1,0.151085,3.893086,0.0290
366,1,0.171772,3.275667,0.0290
367,1,0.223565,3.077407,0.0290
368,1,0.210186,3.073714,0.0290
369,1,0.185985,4.353230,0.0290
370,1,0.158973,3.415784,0.0290
371,1,0.158582,3.343361,0.0290
372,1,0.166897,4.156241,0.0290
373,1,0.161620,3.558367,0.0290
374,1,0.170296,3.911925,0.0290
375,1,0.168042,3.210909,0.0290
376,1,0.130240,3.732667,0.0290
377,1,0.116926,3.615819,0.0290
378,1,0.151578,3.400947,0.0290
379,1,0.153543,4.064157,0.0290
380,1,0.203134,3.507912,0.0290
381,1,0.106782,3.162922,0.0290
382,1,0.164192,3.641516,0.0290
383,1,0.160343,3.672710,0.0290
384,1,0.129083,4.026864,0.0289
385,1,0.156634,3.170587,0.0289
386,1,0.138121,4.041357,0.0289
387,1,0.122243,3.874319,0.0289
388,1,0.176008,3.181402,0.0289
389,1,0.135820,3.941050,0.0289
390,1,0.081960,3.985990,0.0289
391,1,0.158334,3.269030,0.0289
392,1,0.167761,4.014781,0.0289
393,1,0.148312,3.373991,0.0289
394,1,0.142756,3.623378,0.0289
395,1,0.130994,3.782401,0.0289
396,1,0.161459,2.937959,0.0289
397,1,0.204459,3.602686,0.0289
398,1,0.122397,4.078513,0.0289
399,1,0.163660,2.791269,0.0289
400,1,0.188645,4.534753,0.0289
